seed,gap_10
99,-0.0336575591526591
100,0.0014306792905724
101,0.0012130283979733
102,0.0203039906037729
103,0.0229478214964232
104,0.0106810688907167
105,0.0044519057376804
106,-0.0031707275731867
107,0.004468623149784
108,-0.0084592462178466
109,0.0482763860938885
110,-5.508440100626677e-05
111,-0.0177227036604171
112,0.0123042405094439
113,0.0052541027821822
114,0.0322421651034691
115,0.0156447622323544
116,-0.0120998247107159
117,0.0035571376721104
118,0.025414678731216
119,-0.0097895640737
120,0.0004983852588716
121,-0.000231724683813
122,-0.0193790744607331
123,-0.011840352673439
124,0.0062155474846192
125,0.0174086368001354
126,-0.0079468977482633
127,0.0038073902613077
128,0.0046075971231033
129,0.0137165596726037
130,0.028013802523468
131,0.021397367981774
132,0.0029190376775915
133,-0.0250032961026687
134,-0.000807084649166
135,-0.0100040356084886
136,0.0060172192702231
137,-0.0112242278457933
138,-0.0015698007416715
139,-0.0116373907391301
140,0.0384101718874423
141,-0.0116303544682568
142,0.010265966442009
143,-0.0064820180930821
144,-0.0122300234764837
145,0.014673033418487
146,0.0135853564092064
147,0.0240328773055022
148,-0.0473055624343455
149,0.0292098973579971
150,0.0552095482872577
151,0.016535475367053
152,0.0025892072599083
153,0.0384139831127735
154,0.0151744671907871
155,-0.0029458543464913
156,0.0127970569490609
157,-0.0004361443206338
158,-0.0076197145701498
159,0.0244150121474838
160,0.0044741809308414
161,0.0049484109119515
162,0.0001420325758735
163,0.0377169569047576
164,-0.0012008028169814
165,-0.0140047123754595
166,0.0040049256638078
167,0.0003566518758563
168,0.0035055131235343
169,0.0105639155288951
170,-0.0025246099175317
171,-0.0041807372640281
172,0.0562816575257833
173,0.0113797624613728
174,-0.0068434545592351
175,0.0173817503793027
176,-0.0164791449191448
177,0.0105667058021527
178,0.0211310450671469
179,0.0159936834122333
180,0.0048487598505404
181,0.0239570791712861
182,0.0052621473920527
183,0.0207146539323438
184,0.0182632973238597
185,-0.0345290148650418
186,0.0115938682773217
187,-0.0104424429787813
188,0.0092483102196919
189,-0.0116612413160002
190,-0.0296111886858855
191,0.028304158579356
192,-0.0168113780485339
193,-0.0057226555698945
194,0.0020052904681874
195,-0.0284415046277434
196,-0.0186989572652352
197,-0.0045533394001672
198,0.0149120001098944
199,-0.0007833249360735
200,0.0017242378467087
201,-0.0206095029098234
202,0.0275775366458274
203,-0.0010208918693138
204,0.0145259345388449
205,0.0199408766258463
206,-0.0060872799974612
207,-0.0085759291451378
208,-0.0123320036975775
209,-0.0155540261012131
210,-0.0045957088325324
211,0.003465123713615
212,0.0128736687513912
213,-0.0124264612272474
214,-0.0038873339026058
215,0.0169435283819419
216,0.012195864565065
217,0.0095592577650091
218,0.0217729080097733
219,-0.0042743817373431
220,0.0146866253386117
221,-0.0214334226382684
222,0.0184930965818226
223,0.0090873621577391
224,0.0094536779158083
225,0.0227350166593715
226,0.0007590593801247
227,0.0119171507548361
228,0.0106002374612756
229,-0.0039538509213181
230,0.002583730268399
231,-0.0073925439985838
232,0.0138999478259821
233,-0.0092918907023459
234,0.0053341307290089
235,0.0039777616374848
236,0.0405411721249319
237,-0.0184384133807767
238,0.0076790699437777
239,0.0106357552984821
240,0.0096524626381997
241,0.0099575371672605
242,-0.0181725673201322
243,-0.0280426929330175
244,0.0243857626138467
245,0.0187752125431545
246,0.0065387262083737
247,-0.0125945614075195
248,-0.0162345206479256
249,0.0054581978305247
250,0.0026776448586344
251,-0.0124047240862372
252,0.0015150128374365
253,-0.0171787602051327
254,0.0190214240493416
255,-0.0173455846100943
256,-0.0038108576208714
257,0.0176302893221827
258,0.0048242910868964
259,-0.0243041595423011
260,0.0133964554267846
261,0.0101234109413695
262,-0.0130003248448732
263,0.006693961114846
264,0.0298152381323721
265,-0.0203232670960643
266,0.0141801083183457
267,0.0255619313877987
268,-0.002913548990984
269,-0.0089703364383589
270,0.0105276230030605
271,-0.0192348385497936
272,-0.0056919660582072
273,0.0011712088953333
274,-0.0117935161296701
275,0.0084089831473307
276,-0.001038565537414
277,-0.071657128772494
278,4.903676487616471e-05
279,-0.0086005067200202
280,-0.0086538638409235
281,0.0053976162844912
282,-0.0036007244621943
283,0.0055970531545386
284,0.0413082991236202
285,-0.01441652879147
286,-0.0175287548629778
287,-0.0037026216003875
288,-0.0004644446431603
289,0.0067866105842433
290,-0.0039147287906594
291,0.0108966089076507
292,0.0038639954098512
293,-0.0001285299137973
294,-0.0037718172589541
295,-0.0024250741714244
296,0.0064555878303139
297,-0.010758600501694
298,-0.0219391496549707
299,0.0008576320383716
300,-0.0102413300371941
301,-0.0021246170590936
302,-0.0033390777404855
303,0.0082354063567176
304,0.02588367436846
305,-0.0531671039358169
306,0.0062451416537704
307,-0.0026057140562654
308,0.0094271494820762
309,-0.0044085596557443
310,-0.0345317963832045
311,0.0625078381933694
312,0.0159225656772521
313,0.0221215116784941
314,-0.0017426045148638
315,-0.0184692862871547
316,0.0269079993268762
317,-0.0099705238440175
318,0.0248527920950956
319,0.0169324734664799
320,0.0082962878568252
321,0.0198879893809122
322,0.0173864119286578
323,-0.0132428578012987
324,-0.0181267284189418
325,0.0040804586966012
326,0.0155262966558699
327,0.009326604935734
328,0.0359777845791269
329,0.0196978660113698
330,-0.0116216922636974
331,-0.0073066427303434
332,0.0103995275812667
333,0.0071994663547483
334,-0.0131971820254075
335,-0.0306414609817253
336,0.0596821380517844
337,-0.0096030012400508
338,-0.0023024169267221
339,0.0021490420365025
340,-0.0101130368062795
341,-0.0244770635490425
342,-0.0014568705085132
343,-0.0432470010839692
344,-0.021207575829082
345,0.0066924078269786
346,-0.0210159472142002
347,0.000151499417851
348,-0.0215196342812218
349,0.0041679775120209
350,-0.0308821043323551
351,0.0032669348081919
352,-0.0084347166726335
353,0.0088648314573606
354,-0.0001626683667346
355,0.0164176665439547
356,-0.0188347950901539
357,0.0178571332127185
358,0.0228177939648949
359,0.0133526995148839
360,-0.0243219011461114
361,0.002644353129406
362,-0.0062158492989765
363,0.0089053858762687
364,0.0141125197459613
365,0.0003816014329253
366,0.020225207221221
367,-0.0115086667196014
368,-0.069343577828051
369,0.0210928327395812
370,-0.0016351445514359
371,-0.0195529749570617
372,-0.0035103184093174
373,-0.0074296096641799
374,-0.0217819146411784
375,0.0104281642056329
376,0.0015353000596289
377,0.0141393529376184
378,-0.0097142258646118
379,-0.0072454111712377
380,-0.0218246046303084
381,0.0246361985225019
382,0.0093737739787145
383,0.0150340425605636
384,0.0215991268476805
385,-0.0028694837505707
386,0.0086549024675716
387,0.0015107712672042
388,-0.0250660958129517
389,-0.002693975881097
390,-0.0205878035577571
391,0.0047618381962523
392,-0.0087093156364899
393,-0.0176589905561422
394,0.0317791696791373
395,-0.0175577659422489
396,0.0155967861394682
397,-0.0089231769675724
398,0.0145667828554003
399,0.0074193791315264
400,0.0143909520693309
401,0.0072756533528464
402,-0.0123773431715761
403,0.0187633133586735
404,0.0077052474638462
405,-0.0087688171160676
406,-0.0155077173951514
407,0.0090726625000712
408,-0.0212208441773646
409,-0.0086381299903595
410,-0.0036288334871815
411,0.0434767629662194
412,0.0239056992735908
413,0.0271795031008056
414,0.0147952292578207
415,-0.0243094851077464
416,-0.017961942411341
417,0.006501849740122
418,-0.002055018431877
419,0.004316474381302
420,0.024699335862643
421,0.0161376818969056
422,0.0173411732218378
423,0.0117972128083307
424,-0.0016902796078827
425,-0.0024982067755219
426,-0.0032115196577895
427,0.0253648761305764
428,0.0035597986022263
429,-0.0182015169629171
430,0.008996208096029
431,-0.003478220492898
432,-0.0100651566833392
433,0.0157963201056464
434,0.0171553005966151
435,0.0220284458511999
436,0.0008496957887805
437,-0.0217543275089202
438,-0.004012314047227
439,0.0026189987192339
440,0.0165520556032291
441,-0.0321414016742415
442,0.0024127802613284
443,-0.0170722526847281
444,0.0492004950678027
445,-0.0098402043236023
446,0.0253202508724503
447,0.0209800222911604
448,-0.0215582730694946
449,-0.0003845795252424
450,-0.0007960900135922
451,0.0276070609557326
452,-0.0165538606153043
453,0.0136072038280343
454,0.0385835386421087
455,0.0153853541880665
456,0.0010409342343678
457,0.0139097771087589
458,0.0109930970105899
459,0.008046389318831
460,0.0060876871126014
461,-0.0042091257509184
462,0.0005360925335294
463,-0.0214155967265742
464,0.0149362548907304
465,-0.0161227145528205
466,-0.0287754650928408
467,-0.0024061668235451
468,0.009679792069943
469,-0.0039955641619051
470,0.0130660832640513
471,0.0098963488737338
472,0.0201712936737292
473,0.0017722119220528
474,0.0183452861139238
475,0.0120281965925787
476,0.0069038847657911
477,-0.0108092599991447
478,0.0392270410956066
479,-0.0264441749394522
480,-0.0016590165612376
481,-0.0079915768561497
482,0.0031555026031959
483,-0.0089326032312384
484,-0.0353841862618784
485,0.0126209876359554
486,-0.0110391784280042
487,-0.0009690765874574
488,-0.0215432402549759
489,-0.0017273969311152
490,0.0090675835889676
491,0.0229292476438839
492,-0.0087014301268758
493,0.0122917367606829
494,0.0067185333415773
495,0.0215476120131373
496,-0.005813719285268
497,0.0366728363298405
498,0.0018882822154913
499,0.0099082603519272
500,0.0253621371779436
501,0.0035192075276888
502,-0.0071614637897176
503,0.0020191553709721
504,0.0129959035347371
505,0.0258819488535418
506,-0.0143532855640846
507,0.0042744821152247
508,-0.0474319279691328
509,-0.0130661638094357
510,0.0262488654795427
511,0.0442369406587751
512,0.0193257315358054
513,0.0388896068187103
514,-0.017971491868617
515,0.0027411336490428
516,-0.0008644568263212
517,0.0113886171441554
518,0.0126940928875693
519,0.0144408156796358
520,-0.0054656449965467
521,0.0104531298823044
522,0.0189662488449454
523,-0.0084205813266375
524,-0.0313025698007239
525,0.0085638644462599
526,-0.0023656516244217
527,0.0183028034361208
528,-0.0113027565713419
529,-0.0119869080189415
530,-0.0026404345065514
531,0.0097407634555425
532,-0.0146513141574008
533,-0.0146091528960397
534,-0.0520352198874093
535,-0.0128745075798161
536,0.0046607414243128
537,-0.0050261137759302
538,0.0089809241641403
539,0.0129515013065419
540,-0.0372310691986825
541,0.017922220158485
542,-0.015638165827032
543,0.0028803173514431
544,0.0236111293410954
545,-0.0369837750497479
546,-0.0175140654629577
547,-0.0006396283859592
548,-0.0223954568957458
549,-0.0126202484631541
550,0.0150835095706031
551,-0.0271718272366743
552,-0.0357444700967039
553,0.001296067271082
554,0.0219180938396479
555,0.0060364970419207
556,-0.0042009213403679
557,-0.0514158414164112
558,0.023160927845016
559,-0.0001576972437044
560,-0.018369781464852
561,0.0088987623687024
562,-0.0009537771577164
563,0.0461500947060231
564,0.0245117260517747
565,0.0100973005078559
566,-0.0186501656395693
567,-0.0106229483833193
568,0.0228626612003713
569,-0.0142854919118375
570,0.0007911929693316
571,-0.0074017935317058
572,0.02563474766561
573,0.0314653493781969
574,0.0229324946773005
575,0.0103018680169901
576,-0.0168795861052815
577,0.0096838453106112
578,-0.0011577936968975
579,-0.0117513931260747
580,-0.0004732531110733
581,0.0054102244580895
582,0.0040219067360579
583,0.0128419948465776
584,-0.0172440768975503
585,0.0063790226807571
586,0.0079186688847015
587,-0.0055253944786524
588,0.0294565129058432
589,-0.01365956466616
590,0.019138779441739
591,0.0030545371582776
592,0.0112701031469774
593,0.0256570350055131
594,-0.0090626084386842
595,0.0195781501675788
596,0.0097021349745232
597,0.0315222697213387
598,0.0264755412177649
599,0.0028407162007421
600,0.0065060562379666
601,-0.0439756297945737
602,-0.0061114658289198
603,0.0022761386105465
604,0.0074901040121244
605,-0.0123654685613993
606,0.015082494032826
607,0.0241561783268375
608,0.0145605347767044
609,-0.0154847448044037
610,0.0093192901506444
611,0.0057200803491813
612,-0.0278364261073945
613,0.000502569349105
614,-0.0119773073497603
615,-0.01725714707162
616,0.01634512718925
617,-0.0002274958464811
618,-0.0124888650420649
619,0.0026155513251092
620,0.0076024235155508
621,0.02647068250106
622,-0.0150256466092789
623,-0.0007558483919429
624,-0.0013667382521683
625,0.0065889646867188
626,0.0344849985763325
627,0.0281524802492694
628,0.0098823059098334
629,-0.0069034163127154
630,0.0142862670514075
631,0.013159757553827
632,-0.0677190436015641
633,-0.0436765007213256
634,0.0016656151478733
635,0.0029502548911193
636,-0.0097443220040413
637,-0.0110462330770239
638,-0.0567685569416655
639,0.0164225232528053
640,0.0006178003732382
641,-0.0090276074025238
642,-0.0271304228002212
643,-0.0100681498714484
644,0.024652329847881
645,-0.0102790143892074
646,0.0143650310738068
647,0.0244973716483346
648,0.0343670224720898
649,0.0073194252900223
650,-0.011476950611702
651,-0.0020904500317407
652,0.0215226538883167
653,-0.0121574144291133
654,-0.0234298035892239
655,-0.0094937380901545
656,-0.0321810099330633
657,0.0228087108416255
658,0.0229736097863516
659,-0.0056947299212428
660,-0.000383012370189
661,-0.0256585838928904
662,-0.0014113201336716
663,0.0203280517777419
664,-0.0176576353108459
665,0.01146669514254
666,0.0038574993193086
667,-0.0186558151557774
668,-0.0078014619163028
669,0.0014722319491912
670,-0.0266634187345016
671,-0.0193854349019682
672,0.0244666680905306
673,-0.0427105029374528
674,-0.0012547349597899
675,0.0269026295161319
676,0.0095782108127852
677,0.0415249091966586
678,0.0331089601202348
679,-0.0133961790817821
680,0.0036235141412271
681,0.0139607991124437
682,-0.0045712611710375
683,0.0012839250858359
684,0.0112554508912188
685,0.0277622669793428
686,-0.0306263890899741
687,-0.0016606365817581
688,-0.0111879503080422
689,0.0137873860459841
690,0.0294650916956645
691,0.0030078535939613
692,0.0419555662530905
693,0.0180772242558251
694,0.0127877749075014
695,-0.000244152676037
696,0.0109725951404853
697,0.0210718867516338
698,0.011077536109962
699,6.378335832024629e-05
700,-0.0176213451684943
701,0.0096973412072809
702,-0.0012952749172132
703,-0.0210949610305977
704,-0.0286889854301446
705,-0.0161026856768824
706,-0.052857193699383
707,-0.0141317308251036
708,0.0014258917761539
709,-0.0051768019503111
710,0.0021322672603362
711,0.0180400253232641
712,-0.0189532356602439
713,-0.0128777161137984
714,0.0075457312065423
715,-0.0194212610360973
716,-0.026765147632479
717,-0.0052215387819981
718,0.0376419347153378
719,-0.0075077024337479
720,0.0304230901229698
721,-0.0197933461337115
722,-0.0250172462385975
723,0.0258758103544104
724,0.0018509141967328
725,-0.004986054848071
726,-0.0061872494732272
727,0.0029592341870646
728,-0.0335696317201835
729,-0.0019213872418869
730,0.0194874211404738
731,-0.0115514060948636
732,-0.0074744682314963
733,0.0176282307886988
734,0.0214452861230271
735,-0.0244403325365559
736,0.0090332863409504
737,0.0026267052424703
738,0.0011966062247222
739,-0.0078826749339327
740,0.0064147729640161
741,0.0080728539885891
742,0.0144851542599119
743,0.0208410259760049
744,0.0225343917638099
745,-0.0127442890945102
746,-0.017521822619369
747,0.001079973598132
748,0.0124977848131365
749,0.0108030852315006
750,0.0060393105810285
751,0.0200682261622334
752,0.0047151310550389
753,0.0305743320222738
754,-0.0121671937386856
755,0.0062231106947754
756,-0.0096701890634256
757,-0.008809089063485
758,0.0080248908502639
759,0.0140179002662026
760,0.0253237546543235
761,-0.0014467029240168
762,0.0158049551983615
763,-0.0163423329860149
764,-0.0114267765821802
765,0.0180182857756396
766,0.0333072185882598
767,-0.0237323242918885
768,-0.0017204702865304
769,0.0091922572503476
770,0.0189229173242084
771,-0.0124996886828812
772,-0.0418824150928844
773,-0.0223913548852008
774,-0.0128217980339604
775,0.0094796259525332
776,0.0061931086824419
777,-0.0088438067980756
778,0.0083186934263984
779,0.0010338157480434
780,-0.0075549566340201
781,-0.0110140215364931
782,-0.0175346323323229
783,-0.0093481046851626
784,0.0144963098679165
785,0.018492444539775
786,0.0047423221230933
787,-0.0099952484538007
788,0.0534801618303692
789,0.001623423538576
790,0.0222464299448282
791,0.0122472991215397
792,-0.0210461141733881
793,0.0166629036862878
794,0.0031570003952409
795,0.0128624602056193
796,-0.0084777917364419
797,0.0076463248971159
798,0.0023265552805768
799,0.0034355582259816
800,-0.0113146144085916
801,-0.0004272175295425
802,-0.0041399113364563
803,-0.0100398787725937
804,0.0277377253934366
805,0.0098725649549624
806,0.0025223673199504
807,-0.001340429463905
808,0.0237442330167285
809,0.0124879374430983
810,0.0269796645693645
811,0.0038678512116977
812,0.0343086170812786
813,0.0054181097172504
814,0.0225738111998996
815,0.0320051834904752
816,0.0216745070664449
817,0.0150332685697497
818,0.0132695060922246
819,0.0226375095715475
820,-0.0301254511682215
821,-0.0057752701548315
822,0.0288352207399559
823,-0.0320140953879635
824,0.0167214846056129
825,-0.0189410739331328
826,0.0014221049032397
827,-0.0075540147474599
828,0.0129913740297124
829,0.0034688787584456
830,0.0090245656797212
831,0.0041183004317841
832,0.0246118419148371
833,-0.006194893914855
834,-0.0070053214658537
835,0.0491352360407659
836,-0.0156909927565566
837,-0.0287789116972327
838,-0.0092844636608154
839,0.0121902209945639
840,-0.0289478847716123
841,-0.0101674144203274
842,-0.0348275209280977
843,-0.0347915429540139
844,0.0131792288337335
845,0.0101070728585613
846,0.0043905740549683
847,0.0078511743151388
848,-0.0185919960046025
849,-0.0184441254859051
850,-0.0100500309563217
851,0.0035472646912682
852,0.018366671726619
853,0.0164755914933295
854,0.0197728129316087
855,-0.0351568142150445
856,0.0064772484826302
857,0.0094131495701906
858,-0.0177080330819455
859,-0.0108707213416339
860,0.0167670588271331
861,-0.0021980210108485
862,-0.0204051072387
863,0.0151732413385392
864,-0.0209131904327047
865,-0.0094428603708346
866,0.0214093682759071
867,0.0040865306265797
868,0.0109729938582827
869,-0.0138243719939377
870,-0.0190015310395945
871,-0.0015788885987301
872,-0.0157726831404956
873,0.0151069146328841
874,-0.0138280933636462
875,0.0164800606600982
876,-0.0049255822885425
877,-0.0070203173698966
878,-0.0086276014595356
879,0.0366467021938724
880,0.0278452497622848
881,-0.0002066313747066
882,-0.0095940113119751
883,-0.0266675202343945
884,0.0095341851271
885,0.0139222944756272
886,-0.0004828669415395
887,-0.0087498105099365
888,0.0027150719016667
889,-0.0001085287241945
890,0.0057218829883842
891,0.0220068941940372
892,0.0036842655925464
893,-0.0070197372595106
894,0.0007218612638633
895,-0.032674780686625
896,0.0217820485533902
897,-0.0152282685327791
898,-0.0074229139856819
899,-0.0026599934302982
900,0.0123561691003006
901,0.0133041809300633
902,-0.0210058908221891
903,-0.0129408456213089
904,-0.0089837395885238
905,0.0510348130116611
906,-0.015673184123998
907,0.003064103103524
908,-0.0303219262881687
909,0.0080245380230264
910,0.0119478389462182
911,-0.0161815654640591
912,-0.007208858149823
913,0.0233095830908396
914,0.0104835153121937
915,-0.0146360430611903
916,-0.0071398567863593
917,0.0048278506855889
918,-0.0009171321907127
919,0.0034306434598375
920,0.0093721843429858
921,0.0025639353194727
922,0.0162153552529268
923,0.0021331576642529
924,-0.0181019041119375
925,0.0096299120887436
926,0.0217341543783344
927,0.0132287208530145
928,-0.0349421974798583
929,0.0152684008628205
930,0.0004191492491882
931,-0.0229406822508871
932,-0.0088526965884105
933,-0.0178498027883725
934,-0.0150666732831194
935,0.0301771234000455
936,0.0093722470399858
937,-0.0199710966021242
938,-0.0007994725452656
939,0.0224105377656066
940,2.2137885146766845e-05
941,0.0188354695547825
942,0.0083640473821104
943,0.0118161770945259
944,-0.0013608955799717
945,0.0182463313904843
946,0.0091942025000904
947,0.0170579447952163
948,-0.0018875172366006
949,0.0208278617166867
950,-0.0083392985471231
951,0.0162425833332243
952,0.0094511508124406
953,-0.0016657858083911
954,-0.034470848156393
955,-0.0381694886207042
956,0.0242282024524391
957,0.0300083522567856
958,0.0128214234465358
959,0.014465775884328
960,-0.0255320695292206
961,0.0618095544385811
962,0.0164743648065022
963,-0.0098852286668432
964,-0.0214033811228115
965,0.0032759400461107
966,-0.0043192474584901
967,0.0033951367519567
968,-0.0263632666282643
969,-0.0123914439851003
970,-0.0357433074127766
971,0.0044448133381743
972,0.0130336492096651
973,-0.0034478544717816
974,0.0168569598715277
975,-0.0185855349134246
976,0.0289586762898016
977,0.0089311542858796
978,0.0100859846484525
979,0.0083186343943424
980,0.0207842564011425
981,0.0192129497588486
982,0.0111332277163549
983,-0.0177284155942737
984,0.0187535304180409
985,0.0227663798674728
986,-0.0092875367796366
987,0.0004317461207828
988,-0.0119938873685205
989,0.0392234206462551
990,0.00972535342878
991,0.0358841931275844
992,-0.0118740384625928
993,-0.039865940513881
994,0.0178534349989312
995,-0.0096459943574822
996,0.0367578983098113
997,0.0162093666852287
998,0.0018049018789771
999,-0.0195783407961411
1000,0.006879919270902923
1001,0.028095302675061773
1002,0.019818423269338914
1003,-0.008821782357175678
1004,-0.009186212879280398
1005,0.004603773425713387
1006,0.0038354609113464555
1007,-0.01742802072526206
1008,0.03279447379363071
1009,0.028255285073874203
1010,0.0025852586549988676
1011,-0.02385888317083168
1012,-0.0066846333190327956
1013,0.009396652207181944
1014,-0.002055683198308178
1015,-0.009046850027930098
1016,-0.010288803847920691
1017,0.00949947441590554
1018,0.005233718668065046
1019,0.0073638641331412735
1020,0.02424593439233952
1021,0.002425415194955205
1022,0.0019432425622242788
1023,-0.00921089911702283
1024,0.011203347382594542
1025,-0.022184176844278536
1026,0.022424974898502592
1027,-0.024332795764576698
1028,0.020558156633205815
1029,0.019310088578612272
1030,-0.007545753418990386
1031,0.0030587702811860074
1032,0.0149645004939577
1033,-0.043559408921654996
1034,0.03276365568693168
1035,0.04874814973211761
1036,-0.018487197054724125
1037,0.0006570401846255347
1038,0.0102635951385186
1039,-0.004544942821354203
1040,-0.0017393582149593523
1041,0.014959274123494903
1042,0.018974111247829106
1043,-0.0022794664593022707
1044,-0.0017355839989606214
1045,0.001625237822944936
1046,0.016113666676760285
1047,-0.004739350624148708
1048,-0.009537824522906024
1049,-0.015143388322556961
1050,0.024594367335070366
1051,-0.0019197995456753936
1052,0.015220918624404278
1053,0.00810167567404041
1054,0.03461452419714134
1055,0.011045807344343406
1056,0.008920773956865191
1057,-0.0026703783461243247
1058,-0.042114440659459795
1059,-0.00423970929786438
1060,-0.0012960054001932564
1061,-0.000417534812044984
1062,0.001369948558630707
1063,0.010570525055910884
1064,0.01067184564410889
1065,-0.019281281310004506
1066,-0.016597052064967366
1067,-0.018763196925058734
1068,0.014461616935085408
1069,-0.0034683031451308577
1070,0.044563364215179924
1071,0.017822111329589996
1072,-0.014028126670367624
1073,0.0015058282473213724
1074,-0.00876359529254861
1075,0.021331460533865476
1076,-0.011733361723544
1077,0.010176647764662816
1078,6.776910995209828e-05
1079,-0.002640989847972397
1080,0.012355178405846434
1081,0.001241126439690321
1082,-0.0005150111404937929
1083,0.006340521247409858
1084,0.014225876728408415
1085,0.032156252608213365
1086,0.019895042276794728
1087,0.009449759159718352
1088,-0.0019110715791566535
1089,0.018942813087976518
1090,0.023888591753583488
1091,0.02565083069762958
1092,-0.0007994398841487671
1093,-0.003970607019218919
1094,0.0029766363137525564
1095,0.005488776239905679
1096,0.056642042698216044
1097,0.0038586111098303233
1098,0.014177087362798602
1099,-0.011982514973368497
1100,-0.015973995890659343
1101,0.007592345761291586
1102,-0.01462203861872019
1103,-0.022552747527683714
1104,0.02594323522345815
1105,-0.029978065522684505
1106,0.00394702081952969
1107,-0.010369399213372876
1108,-0.0027374833360634954
1109,-0.0069813688833574306
1110,0.006816286004330763
1111,-0.007887698565929968
1112,0.018769974428368363
1113,-0.024700200378978354
1114,-0.0033384054011060815
1115,0.003128924338299033
1116,0.006136399208471421
1117,-0.022366568756921612
1118,0.021056969714904616
1119,0.03155353500353042
1120,0.028993193526972938
1121,-0.011910853787200637
1122,0.01015814771712037
1123,-0.01944475946842328
1124,0.012571522906235366
1125,0.009663728026117702
1126,0.008653454663146931
1127,0.008039048230565726
1128,-0.013213582506696686
1129,-0.012013739033233606
1130,0.011969518253035605
1131,0.011898730005126312
1132,-0.007199905409852436
1133,-0.004138385375546116
1134,0.016481894468455716
1135,-0.03957321273030934
1136,0.011930509642970932
1137,-0.013076429787792054
1138,-0.007432102120732975
1139,-0.003520252478400654
1140,0.015506057998739997
1141,-0.006480024358302416
1142,0.003985393789069203
1143,-0.037147788200665
1144,0.0020193747425631403
1145,0.01922203770567088
1146,0.0027569967638675363
1147,-0.004183100115787097
1148,0.003406905146110639
1149,0.0018271756254101823
1150,0.014859474894265368
1151,0.016356981486005617
1152,-0.001460131895257788
1153,-0.028854859381554243
1154,0.005331047870700711
1155,-0.0011293242728433461
1156,0.01681904078379104
1157,-0.0006586953919002214
1158,-0.003910491602318766
1159,0.009921508832895998
1160,-0.014683421213061543
1161,-0.021296219112298453
1162,-0.010763945207376724
1163,0.0010839785666152957
1164,0.014675052306029335
1165,0.049135199951892194
1166,-0.01772023818059376
1167,-0.011136733944432708
1168,0.013799789474856217
1169,-0.003955859155261865
1170,-0.02944113925357783
1171,0.0029485207649180833
1172,0.018958596296929198
1173,-0.009127591293563164
1174,-0.009150228716048425
1175,-0.027367608660141207
1176,0.0014847838611262154
1177,0.02642650299860605
1178,-0.026192677106735618
1179,-9.922934047168486e-06
1180,0.028660503144452343
1181,0.026362470555297224
1182,-0.000712332349441791
1183,-0.009086239232017845
1184,0.0015606876137250758
1185,-0.014204607755040455
1186,0.011439683678287127
1187,0.007445877747952245
1188,-0.041669185033000766
1189,-0.018018934526134678
1190,-0.01514839139155183
1191,-0.002280064448458685
1192,-0.006167590996672356
1193,0.038605180785799
1194,-0.019749006413592174
1195,0.028470245287323726
1196,-0.029541977961537735
1197,0.031115694483297485
1198,0.015988514044171898
1199,0.028005534454250636
1200,-0.0017744265729174868
1201,-0.018977584473916786
1202,-0.008332238717495999
1203,-0.0020752680260822665
1204,-0.012943385845971822
1205,0.00528166387982465
