openmlid,target_type,epsilon,w_min,delta,c,bootstrap_repeats,seed,num_trees,reasoning_time_per_tree_in_ns,score_oob,score_val,gap_oob,gap_val,time_train,time_pred,time_score
42731,oob,0.1,2,2,10,0,4.5,6.0,123.3,0.0666386,0.0125905,0.060145,0.006451,763627.9800000001,13466.22,1371.84
43071,oob,0.001,100,100,1000,0,4.5,1513.0,12.3,0.0433037,0.0425184,0.00182,1.6000000000000003e-05,28078205.0,513419.3,109987.7
43071,oob,0.01,10,10,100,0,4.5,109.8,13.9,0.0544089,0.0430112,0.012923,0.000508,2037953.79,37258.65,7978.589999999999
43071,oob,0.1,2,2,10,0,4.5,7.0,123.4,0.128732,0.0553583,0.0872469999999999,0.0128569999999999,130003.51,2375.74,508.81000000000006
8,val,0.001,100,100,1000,0,4.5,204.0,5.7,0.0453025,0.0398015,0.002621,6.199999999999998e-05,258953.7,14782.6,11010.3
8,val,0.01,10,10,100,0,4.5,27.9,18.5,0.0540312,0.0408316,0.011348,0.001091,35437.95,2023.2,1507.41
8,val,0.1,2,2,10,0,4.5,3.0,147.0,0.0867141999999999,0.0492641999999999,0.044031,0.009522,3807.72,217.46,162.05
189,val,0.001,100,100,1000,0,4.5,275.0,9.2,0.0306963,0.0242115,0.0063979999999999,0.000154,7365697.0,91500.4,28855.3
189,val,0.01,10,10,100,0,4.5,35.1,17.6,0.0503475,0.0256849,0.02605,0.001626,940183.83,11678.85,3683.88
189,val,0.1,2,2,10,0,4.5,4.0,135.1,0.1296364,0.0446115,0.1053369999999999,0.020552,107137.36000000002,1331.24,420.16
190,val,0.001,100,100,1000,0,4.5,591.0,4.7,0.1033824,0.1135768,-0.000715,0.000591,576483.2,38247.0,29852.9
190,val,0.01,10,10,100,0,4.5,46.8,15.4,0.1145723999999999,0.1127345999999999,0.010478,-0.0002499999999999,45599.31,3031.38,2368.53
190,val,0.1,2,2,10,0,4.5,3.8,131.4,0.1764946,0.1141032999999999,0.072399,0.0011189999999999,3716.36,245.85,192.18
191,val,0.001,100,100,1000,0,4.5,418.0,4.9,0.0829995,0.0831013,0.0030429999999999,0.000799,775013.7,29869.8,21966.7
191,val,0.01,10,10,100,0,4.5,46.8,16.1,0.0976942,0.0837807,0.017737,0.001478,86831.55,3344.04,2457.99
191,val,0.1,2,2,10,0,4.5,3.7,135.1,0.1658923,0.1024160999999999,0.085935,0.020114,6855.030000000001,264.71,194.8
194,val,0.001,100,100,1000,0,4.5,336.0,6.0,0.0532297,0.0498404999999999,0.002065,0.00016,425378.4,23737.2,17675.1
194,val,0.01,10,10,100,0,4.5,36.9,17.5,0.0631327,0.0520705,0.011968,0.002392,46742.22,2613.78,1944.36
194,val,0.1,2,2,10,0,4.5,2.8,146.9,0.1063225,0.065217,0.0551609999999999,0.015537,3543.47,198.08,147.47
196,val,0.001,100,100,1000,0,4.5,211.0,7.2,0.0171685,0.0143872,0.003769,0.000203,307803.3,15756.7,11409.1
